_id,active,activity_date,HRP_Code,Core_Indicator_Yes_No,code,name,subdomain_code,subdomain_name,admin0pcode,cluster_id,indicator_id,indicator_name,start_date,end_date,fields
62960b715fe2c737c6b008d8,1,,,,establishment_and_management_of_the_community_centers,Establishment and Management of the Community Centers,cccm_mechanisms,CCCM Mechanisms,AF,CCCM,no_of_community_centers_established_and_operational,Number of community centers established and operational,1/1/2022,
62960b715fe2c737c6b00130,1,0,,,establishment_temporary_classroom,Establishment of Temporary Classrooms (TCs),school_establishment,Formal & Non-Formal School Establishment,AF,EDU,,,,
,,,,,,Cash and/or Voucher Activities - Teachers/Volunteers receiving incentives/hardship allowance,E3.2,Recruitment and Selection,AF,EDU,,Number of teachers/volunteers receiving incentives/hardship allowance,1/1/2023,
,,,AFG_2023,,,"Recruitment, deployment and payment of teachers.",E3.2,Recruitment and Selection,AF,EDU,,Number of teachers (m/f) paid a monthly stipend,1/1/2023,
,,,AFG_2023,,,"Winterization Support in CBE, ALC, MBE and TLS",E5,Standard Winterization Assistance,AF,EDU,,Number of boys and girls continuing with their studies during winter*,1/1/2023,
62960b715fe2c737c6b0012f,1,0,,,provision_education_kit,Provision of Early Childhood Care and Education Kit,teaching_learning_supplies,Teaching & Learning Materials Supplies,AF,EDU,,,,
62960b715fe2c737c6b0012e,1,0,,,provision_education_materials,"Provision of Information, Education Communication Materials (IEC)",teaching_learning_supplies,Teaching & Learning Materials Supplies,AF,EDU,,,,
62960b715fe2c737c6b0012c,1,0,,,provision_learning_stationary,Provision of Learning Stationary,teaching_learning_supplies,Teaching & Learning Materials Supplies,AF,EDU,,,,
62960b715fe2c737c6b0012b,1,0,,,provision_school_feeding,Provision of School Feeding,teaching_learning_supplies,Teaching & Learning Materials Supplies,AF,EDU,,,,
62960b715fe2c737c6b0012d,1,0,,,provision_washing_facilities,Provision of School WASH Facilities,teaching_learning_supplies,Teaching & Learning Materials Supplies,AF,EDU,,,,
,,,,,,Community/SMS sensitization,E1.1,Equal Access,AF,EIE,,,1/1/2023,
,,,,,,Formal & Non-Formal School Establishment - New CBS/ALC (non-formal),E1.2,Facilities and services,AF,EIE,,,1/1/2023,
,,,,,,Formal & Non-Formal School Establishment - Quick Fixing/Repairing of Schools,E1.2,Facilities and services,AF,EIE,,,1/1/2023,
,,,,,,Formal & Non-Formal School Establishment - Tents (24 sq.m),E1.2,Facilities and services,AF,EIE,,,1/1/2023,
,,,,,,Teaching & Learning Materials Supplies - Classroom Kits,E1.2,Facilities and services,AF,EIE,,,1/1/2023,
,,,,,,Teaching & Learning Materials Supplies - Provision of classroom equipment and teaching materials,E1.2,Facilities and services,AF,EIE,,,1/1/2023,
,,,,,,Teaching & Learning Materials Supplies - Students Kits,E1.2,Facilities and services,AF,EIE,,,1/1/2023,
,,,,,,Teaching & Learning Materials Supplies - Teacher Kits,E1.2,Facilities and services,AF,EIE,,,1/1/2023,
,,,,,,Teaching & Learning Materials Supplies - Text Book Distribution,E1.2,Facilities and services,AF,EIE,,,1/1/2023,
,,,,,,WASH Supplies - Latrines (Male & Female Latrines),E1.2,Facilities and services,AF,EIE,,,1/1/2023,
,,,,,,WASH Supplies - Potable Water/Drinking Water Supply,E1.2,Facilities and services,AF,EIE,,,1/1/2023,
,,,,,,Mine Reduction Education (MRE),E1.3,Protection and Well-being,AF,EIE,,,1/1/2023,
,,,,,,Psycho-Social Support (PSS),E1.3,Protection and Well-being,AF,EIE,,,1/1/2023,
,,,,,,Capacity Building/Training/Technical Support - School Management SURA Training,E3.2,Recruitment and Selection,AF,EIE,,,1/1/2023,
,,,,,,Capacity Building/Training/Technical Support - Teachers Recruitment,E3.2,Recruitment and Selection,AF,EIE,,,1/1/2023,
,,,,,,Capacity Building/Training/Technical Support - Teachers Training,E3.2,Recruitment and Selection,AF,EIE,,,1/1/2023,
,,,,,,Capacity Building/Training/Technical Support - Training EiEWG to Education Personnel,E3.2,Recruitment and Selection,AF,EIE,,,1/1/2023,
62960b715fe2c737c6b000d7,1,0,,,rental_support_3_month_package,Rental Support for 3 Months,rental_support,Access,AF,ESNFI,no_of_people_receiving_emergency_shelter_assistance_including_through_cash_for_rent_support,"Number of people receiving emergency shelter assistance, including through cash-for-rent support",,
62960b715fe2c737c6b000d6,1,0,,,rental_support_6_month_package,Rental Support for 6 Months,rental_support,Access,AF,ESNFI,no_of_people_receiving_emergency_shelter_assistance_including_through_cash_for_rent_support,"Number of people receiving emergency shelter assistance, including through cash-for-rent support",,
,,,,,,Risk communication and information campaigns (COVID-19),S1.1,Access,AF,ESNFI,,,1/1/2023,
,,,AFG_2023,,,Assistance to cover winterisation needs (cash for heating),S1.2,Assistance,AF,ESNFI,,"Number of people receiving standard winterization package including through heaters and fuel, winter clothing, blankets or quilts.",1/1/2023,
,,,AFG_2023,,,Assistance to cover winterisation needs (winter clothing+ blanket package),S1.2,Assistance,AF,ESNFI,,"Number of people receiving standard winterization package including through heaters and fuel, winter clothing, blankets or quilts.",1/1/2023,
,,,,,,Capacity Building/Training/Technical Support - DRR Training / Awareness,S1.2,Assistance,AF,ESNFI,,Number of people trained,1/1/2023,
,,,,,,Capacity Building/Training/Technical Support - Training on construction of Permanent Shelters,S1.2,Assistance,AF,ESNFI,,Number of people trained,1/1/2023,
,,,,,,Capacity Building/Training/Technical Support - Training on Upgrading/Repairs of shelters,S1.2,Assistance,AF,ESNFI,,Number of people trained,1/1/2023,
,,,,,,Cash for Rent,S1.2,Assistance,AF,ESNFI,,,1/1/2023,
,,,AFG_2023,,,CCCM WG: Mobile Site Management,S1.2,Assistance,AF,ESNFI,,Number of ISETs and IDP Sites with Mobile CCCM team per site/area,1/1/2023,
,,,AFG_2023,,,CCCM WG: Site Care and Maintenance,S1.2,Assistance,AF,ESNFI,,Number sites provided care and maintenance of the ISETs and IDP sites Infrastrucutre,1/1/2023,
,,,,,,Construction of an average sized family permanent shelter (1 bedroomed),S1.2,Assistance,AF,ESNFI,,Number of people receiving support to construct transitional shelters,1/1/2023,
,,,,,,Construction of an average sized family transitional shelter (1 bedroomed),S1.2,Assistance,AF,ESNFI,,Number of people receiving support to construct transitional shelters,1/1/2023,
,,,,,,Construction of an average sized family transitional shelter (2 bedroomed),S1.2,Assistance,AF,ESNFI,,Number of people receiving support to construct transitional shelters,1/1/2023,
,,,,,,Emergency Shelter Assistance - Cash for NFIs (Non-Food Items),S1.2,Assistance,AF,ESNFI,,,1/1/2023,
,,,,,,Emergency Shelter Assistance - In Cash,S1.2,Assistance,AF,ESNFI,,,1/1/2023,
,,,,,,Emergency Shelter Assistance - In-Kind,S1.2,Assistance,AF,ESNFI,,,1/1/2023,
,,,,,,Emergency Shelter Assistance - Mixed (Cash + In-Kind),S1.2,Assistance,AF,ESNFI,,,1/1/2023,
,,,,,,Emergency Shelter Assistance - Non-Food Items (NFI Kit),S1.2,Assistance,AF,ESNFI,,,1/1/2023,
,,,AFG_2023,,,Emergency shelter assistance (Cash for rent),S1.2,Assistance,AF,ESNFI,,"Number of people receiving emergency shelter assistance, including through cash-for-rent support.",1/1/2023,
,,,AFG_2023,,,Emergency shelter kit (tent+ 2 pcs of plastic tarpaulin),S1.2,Assistance,AF,ESNFI,,"Number of people receiving emergency shelter assistance, including through cash-for-rent support.",1/1/2023,
62960b715fe2c737c6b00817,1,0,,,extension_of_existing_shelters,Extensions of existing shelters,shelter_repair_upgrade,Assistance,AF,ESNFI,no_of_people_whose_shelter_was_upgraded_allowing_for_safer_and_more_dignified_living_conditions,"Number of people whose shelter was upgraded, allowing for safer and more dignified living conditions",1/1/2022,
,,,AFG_2023,,,NFI Assistance,S1.2,Assistance,AF,ESNFI,,Number of people receiving basic household items / NFIs to meet their immediate needs.,1/1/2023,
,,,,,,Shelter Reconstruction/Repair - Communal Shelter Construction,S1.2,Assistance,AF,ESNFI,,,1/1/2023,
,,,,,,Shelter Reconstruction/Repair - Emergency Shelter Construction,S1.2,Assistance,AF,ESNFI,,,1/1/2023,
,,,,,,Shelter Reconstruction/Repair - Emergency Shelter Repair Kits (Full),S1.2,Assistance,AF,ESNFI,,,1/1/2023,
,,,,,,Shelter Reconstruction/Repair - Minor Shelter Repair Kits,S1.2,Assistance,AF,ESNFI,,,1/1/2023,
,,,AFG_2023,,,Shelter repair ( Reconstruction toolkit),S1.2,Assistance,AF,ESNFI,,Number of people whose shelter was upgraded allowing for safer and more dignified living conditions.,1/1/2023,
,,,AFG_2023,,,Shelter repair / reconstruction (minor),S1.2,Assistance,AF,ESNFI,,Number of people whose shelter was upgraded allowing for safer and more dignified living conditions.,1/1/2023,
,,,AFG_2023,,,Shelter repair / reconstruction (severe),S1.2,Assistance,AF,ESNFI,,Number of people whose shelter was upgraded allowing for safer and more dignified living conditions.,1/1/2023,
,,,,,,Standard Emergency NFI Kit - Distribution,S1.2,Assistance,AF,ESNFI,,Number of people receiving basic household items / NFI to meet their immediate needs,1/1/2023,
,,,,,,Standard Emergency NFI Kit - Drought Response,S1.2,Assistance,AF,ESNFI,,Number of people receiving basic household items / NFI to meet their immediate needs,1/1/2023,
,,,,,,Standard Emergency Shelter Assistance - Distribution of Tents + 2 tarps,S1.2,Assistance,AF,ESNFI,,"Number of people receiving emergency shelter assistance, including through cash-for-rent support",1/1/2023,
,,,,,,Standard Emergency Shelter Assistance - Rental Support for 3 months,S1.2,Assistance,AF,ESNFI,,"Number of people receiving emergency shelter assistance, including through cash-for-rent support",1/1/2023,
,,,,,,Standard Emergency Shelter Assistance - Shelter Repair/Reconstruction Kit,S1.2,Assistance,AF,ESNFI,,"Number of people receiving emergency shelter assistance, including through cash-for-rent support",1/1/2023,
,,,AFG_2023,,,Transitional Shelter Support,S1.2,Assistance,AF,ESNFI,,Number of people receiving support to construct transitional shelters,1/1/2023,
,,,,,,Upgrade/Repair of Shelters damaged or existing shelters,S1.2,Assistance,AF,ESNFI,,"Number of people whose shelter was upgraded, allowing for safer and more dignified living conditions",1/1/2023,
,,,,,,Upgrade/Repair of Shelters with minor damage,S1.2,Assistance,AF,ESNFI,,"Number of people whose shelter was upgraded, allowing for safer and more dignified living conditions",1/1/2023,
,,,,,,Upgrade/Repair of Shelters with minor damage  - Drought Response,S1.2,Assistance,AF,ESNFI,,"Number of people whose shelter was upgraded, allowing for safer and more dignified living conditions",1/1/2023,
,,,,,,Upgrade/Repair of Shelters with severe damages,S1.2,Assistance,AF,ESNFI,,"Number of people whose shelter was upgraded, allowing for safer and more dignified living conditions",1/1/2023,
62960b715fe2c737c6b000f3,1,0,,,training_upgrading_repair_shelter,Upgrading / Repair of Shelter Training,esnfi_education_training,Assistance,AF,ESNFI,,,,
,,,,,,Winterization Assistance - Blanket Package,S1.2,Assistance,AF,ESNFI,,Number of people receiving the winterization standard package,1/1/2023,
,,,,,,Winterization Assistance - Provision of blankets,S1.2,Assistance,AF,ESNFI,,Number of people receiving the winterisation standard package,1/1/2023,
,,,,,,Winterization Assistance - Provision of standard winter clothing kit,S1.2,Assistance,AF,ESNFI,,,1/1/2023,
,,,,,,Winterization Assistance - Provision of standard winterization package for fuel and heating,S1.2,Assistance,AF,ESNFI,,Number of people receiving the winterisation standard package for insulation,1/1/2023,
,,,,,,Winterization Assistance - Winter Clothing Package,S1.2,Assistance,AF,ESNFI,,Number of people receiving the winterization standard package,1/1/2023,
,,,,,,Winterization Assistance - Winterization heating and fuel assistance,S1.2,Assistance,AF,ESNFI,,Number of people receiving the winterization standard package,1/1/2023,
62960b715fe2c737c6b00837,1,0,,,training_awareness_drr,DRR Training / Awareness,esnfi_education_training,Capacity Building/Technical Support,AF,ESNFI,no_of_people_trained,Number of people trained,1/1/2022,
